x,y,t,z,target
2.483823018192190091e+00,8.572900325028153246e-01,2.263247217750542273e+00,3.071893585612148314e+00,1.816301392639778634e+00
2.531035712637815571e+00,1.317279610409034296e+00,3.778467676979982315e+00,3.089632105172432475e+00,1.923899366515501974e+00
3.311176267191173306e+00,1.767988998172858317e-01,2.357838246136350069e+00,2.110182547124909158e-01,1.711818669311321095e+00
3.517040094756611168e+00,3.021170326105828696e+00,1.142637999280999406e+00,1.690842252316422156e+00,3.050200091694391435e+00
1.771908672362812354e+00,3.204883880538734520e+00,1.394609906897312568e+00,3.047850212191946184e+00,2.516961113353195056e+00
1.359623195160557962e+00,3.736036950390746902e+00,2.115800179552035143e+00,8.221831606967588968e-01,3.507553111943211288e+00
2.406231970836624878e+00,3.158882255089751734e+00,1.059067082348964933e-01,1.134511325469676590e+00,2.424577063682403999e+00
2.288394032959420787e+00,2.448768761863775012e+00,7.445704362734787418e-01,2.985573245410166887e-01,2.142841668495026664e+00
1.570533151929765225e-01,3.170886069492146131e+00,1.768169248091386425e+00,8.548870893481679278e-01,3.738607691631623542e+00
1.391488348560391941e+00,3.781947679689779296e+00,1.341867731542398801e+00,4.487996148461961265e-01,3.116580914902237875e+00
3.849741028213575778e+00,1.730040855448218950e+00,6.042529033495634971e-01,1.346731027953449678e+00,2.358824328416583960e+00
1.934374536706601200e+00,3.312353400823553784e+00,5.322503420385488182e-01,3.372505084348680793e+00,1.799044695543936534e+00
2.586066028651052284e-01,3.644501379284598830e+00,3.782699972597126925e-02,4.612399673936117273e-01,2.628621295361128762e+00
9.570184707256195189e-01,1.947651617556114045e+00,2.602680375020041126e+00,2.651505906856700623e+00,2.836194777726645633e+00
5.828272245861453316e-01,1.741003825255311499e+00,2.453873170766087242e+00,9.153799606713453052e-01,3.226113970743082593e+00
2.645879145298482449e+00,3.757443350445359709e+00,5.501342511001362789e-02,3.756908843480375459e+00,1.047940571652568931e+00
1.506210493759406466e-01,2.525218060851726953e+00,1.734804167031370747e+00,2.638295529086497115e+00,3.270039003714378278e+00
2.328415694931720736e+00,1.376322029919519574e+00,2.864174651133166272e+00,2.073294259662338046e+00,2.787896160016978708e+00
2.056842224638832928e+00,1.374768060490463295e+00,2.557393561539558657e+00,2.240601115263457732e+00,2.735004834549701780e+00
1.572795062332166705e+00,3.043759647522298550e+00,2.003817863279806488e+00,6.793065463746582600e-01,3.124794476049446157e+00
2.701805725026171778e+00,7.667718282885436221e-01,9.107365612141778977e-01,2.290826316395496054e+00,2.190492378735263479e+00
2.409076417667304959e+00,3.231528558607449364e-01,1.344257192702422943e+00,3.147033000488732579e+00,1.526945946291185852e+00
2.669636776482789409e-01,9.516179977267655854e-01,3.369710646570224011e+00,1.025587063706252300e+00,3.229172299162213822e+00
1.342466011776514589e+00,1.387597061507381602e+00,1.334153940650385950e+00,1.517510017702079272e+00,2.988610291927524809e+00
3.946529713214592228e+00,2.431144248156290377e+00,2.891370241021466114e+00,2.715041884671194783e+00,2.439795321450639598e+00
2.514931139598609811e+00,3.654044316339787546e+00,8.377019975500904492e-01,5.026141986241110526e-01,2.720825548177491005e+00
7.544120967131829891e-01,1.709611128809947367e+00,1.473791565324751751e+00,1.369227937642993664e+00,3.258246905313083364e+00
3.526809048798095425e+00,2.032060056262400050e+00,2.457721949985433252e+00,1.119944790901741261e+00,2.836944813603667903e+00
3.174603196089570645e+00,2.735923107658884135e+00,1.375528610278117680e+00,1.934699067826443297e+00,3.002051318423629933e+00
1.076727323931851332e+00,2.214660234279392181e+00,1.927231233510363850e+00,3.441779858017029792e+00,2.077637103619450087e+00
1.423939004512446704e+00,2.480422456811200771e+00,9.544613237310323184e-01,1.772440338280420358e+00,3.119754414948072263e+00
4.222953950200171169e-01,3.387949376610165153e+00,3.278398283191212847e-01,2.542500130721983886e+00,2.874750330729157977e+00
9.474567443182009274e-01,1.939844861047538505e+00,3.301398502019247339e+00,2.624365298283493964e+00,2.868999555872575158e+00
1.110261881818002339e+00,2.001750852870356923e+00,2.800110218842352783e+00,2.328490432526187259e+00,3.064636833142261541e+00
